LAST_UPDAT,OBJECTID_1,the_geom,NAME,SHAPE_AREA,SHAPE_LEN
11/16/2016 12:00:00 AM +0000,1,"MULTIPOLYGON (((149.03061004482157 -35.29008703265073, 149.0312600874129 -35.290350538267106, 149.03155149032375 -35.29033813731835, 149.03199730600596 -35.29022143046607, 149.0323873644689 -35.29001406573781, 149.03276894437857 -35.2897610978639, 149.03314941277202 -35.289479920304665, 149.0333987380331 -35.289179029596426, 149.0336559859632 -35.28891770135645, 149.03369717470827 -35.288811164017375, 149.033682628336 -35.28868724361654, 149.03350771661994 -35.288221416965264, 149.03336785042688 -35.288061471063465, 149.0332713954892 -35.287875110045746, 149.03317325870248 -35.287572035161254, 149.03320341715698 -35.28733598937672, 149.0333489428986 -35.28693778252976, 149.03345509127033 -35.28645504584362, 149.0336125938384 -35.286267476347625, 149.03403854430687 -35.285544504832615, 149.03423397704398 -35.28530488422225, 149.03447632295203 -35.28513894420241, 149.0350884631404 -35.28480801088833, 149.03567070210283 -35.28461895376787, 149.03626613659546 -35.28454426089635, 149.03670301214245 -35.28454818369225, 149.03721187376271 -35.284627402413406, 149.0377316792193 -35.284759563259875, 149.03828907102564 -35.28500883451605, 149.03874924698866 -35.28529602989411, 149.03913916707037 -35.28564482477208, 149.0397316693578 -35.28643795131959, 149.04013972090073 -35.28722391248899, 149.04029792570566 -35.28761889803196, 149.0403991024126 -35.288040752360494, 149.04047105148754 -35.2883522961759, 149.04052241740976 -35.288574716989814, 149.04059683893715 -35.28916168956877, 149.0406149961922 -35.289786349030315, 149.04063441484016 -35.29026121761815, 149.0408806260693 -35.29050386360205, 149.04094766835263 -35.29104009624591, 149.04115472761433 -35.29178871895463, 149.04160913430505 -35.292839647920516, 149.04220415506086 -35.29308228636147, 149.04368924805593 -35.2943408418995, 149.0447770324038 -35.29519212697314, 149.04534439701627 -35.29572820801426, 149.0455472588174 -35.296065038217264, 149.04611699728576 -35.296478903835336, 149.04661518836895 -35.296919196599646, 149.04770698936542 -35.2979913524011, 149.0490043469848 -35.298732759006654, 149.05042957763007 -35.299465185124966, 149.05083337042487 -35.2996790949621, 149.0517576394344 -35.29996492275994, 149.05304427882098 -35.30027314434265, 149.05346588343764 -35.30047180834039, 149.05338159764094 -35.30114778327052, 149.05296199204636 -35.30160865982786, 149.05218804785378 -35.302069752085714, 149.05067029962183 -35.302640328445534, 149.04914723026025 -35.30294159275022, 149.04800560069842 -35.303383671886934, 149.0469846403414 -35.30351521890239, 149.04616273553154 -35.304031984423524, 149.04472823875867 -35.304591195794664, 149.0431261840409 -35.3051864880406, 149.0429246891301 -35.305527310218, 149.04205012448918 -35.30562110204597, 149.04160946680992 -35.30589385215073, 149.04118496692755 -35.30587927450259, 149.04073889377673 -35.30608722245367, 149.0398809729109 -35.30631897648663, 149.03903803784956 -35.30665211307221, 149.03795111173125 -35.30694357351548, 149.03751583850374 -35.30726587594538, 149.0374080820534 -35.30755998162157, 149.03748637560605 -35.3082296882802, 149.0373045741362 -35.30869892460829, 149.03731575628964 -35.30892252273319, 149.0376077408616 -35.309126407557756, 149.03832436754465 -35.309380841066705, 149.03964306604095 -35.30959681637194, 149.04072569749493 -35.30921404691509, 149.04161885771657 -35.308780667991705, 149.0429048501465 -35.30834320738046, 149.0435369452739 -35.30809860772614, 149.04429031224086 -35.308116957164934, 149.04515478948494 -35.30828118256451, 149.04587531826257 -35.30862064860847, 149.046513832522 -35.30896283930066, 149.04717228972464 -35.30914630958023, 149.0474277081316 -35.30939578631524, 149.0477695121499 -35.309802322488174, 149.04823106281938 -35.31068089591824, 149.0482055584967 -35.310919195596824, 149.0480605533329 -35.31165097010394, 149.04778717121252 -35.311796339345456, 149.04736644111674 -35.31261832492176, 149.04706426099193 -35.31326561005547, 149.04704664013727 -35.31344253132181, 149.04683030235677 -35.313793546533184, 149.0464202129998 -35.31412596496315, 149.0461894593193 -35.314217873669094, 149.04611176294958 -35.31431027607944, 149.04600028535117 -35.31483528930973, 149.04624289874891 -35.31518445059117, 149.04624701467714 -35.31553089052853, 149.04631550877065 -35.31599158899654, 149.0464777855436 -35.3164252221436, 149.0464646817245 -35.31710350800502, 149.04642468962325 -35.317894910067444, 149.04685119473203 -35.31853854183739, 149.0470741751808 -35.31872944807546, 149.04749298675873 -35.31889379405976, 149.0479148203185 -35.31893646994973, 149.04822910755863 -35.31897187794391, 149.04851136504504 -35.31893970222477, 149.04883977029917 -35.31883703300365, 149.04917897453038 -35.31878059284054, 149.04938984237737 -35.318702204500255, 149.04990123600902 -35.31840804504747, 149.05048316418703 -35.31843596702103, 149.05163386998575 -35.31815167484548, 149.05219606308623 -35.31787605292302, 149.05299992492715 -35.31776599215789, 149.05192345948046 -35.32192534457949, 149.05215163038088 -35.3240521822692, 149.05058809916133 -35.32512832129973, 149.0512750452001 -35.3272258335922, 149.0510461971716 -35.32727117773674, 149.0508155348226 -35.32730985678069, 149.05058334632162 -35.32734182345274, 149.05034992329718 -35.327367036735495, 149.05011555653027 -35.327385465544644, 149.0498805425286 -35.32739708771598, 149.04964517243965 -35.32740188658744, 149.04940974322793 -35.32739985802167, 149.04917454979557 -35.32739100332747, 149.04893988511859 -35.32737533466671, 149.04870604345413 -35.32735287139383, 149.0484733181637 -35.32732364099416, 149.04824200173562 -35.32728767998518, 149.04801238248592 -35.32724503397227, 149.04778474783393 -35.32719575669168, 149.04755938427923 -35.32713990910936, 149.04733657194896 -35.32707756131631, 149.0471165922945 -35.32700879239807, 149.0468997203031 -35.32693368696058, 149.04668622571108 -35.32685233961702, 149.04647637733353 -35.32676485220993, 149.04627043868834 -35.32667133478662, 149.0460686657744 -35.32657190473527, 149.04587131364593 -35.32646668577191, 149.04567862763847 -35.32635580899035, 149.04549084893475 -35.32623941547238, 149.04530821328325 -35.32611764909723, 149.04513095005748 -35.325990662867945, 149.0449592810882 -35.32585861622643, 149.04400987534913 -35.32510106305941, 149.04274162260984 -35.32616855980089, 149.0426134696542 -35.326271396769044, 149.04247947601075 -35.32636910539259, 149.04233994629286 -35.32646146324206, 149.04219519863096 -35.32654826028123, 149.04204556247382 -35.32662929890432, 149.04189137861056 -35.326704394837535, 149.04173299804862 -35.32677337625656, 149.04157078208124 -35.32683608649024, 149.04140510004302 -35.3268923822556, 149.04123632935466 -35.326942135460264, 149.04106485332372 -35.326985233239874, 149.04089106332043 -35.327021577019785, 149.04071535662365 -35.32705108435482, 149.0405381308999 -35.32707368812087, 149.0403597918998 -35.32708933638519, 149.04018074358405 -35.32709799347465, 149.04000139582016 -35.32709963984583, 149.03982215668464 -35.327094272215, 149.0396434346165 -35.32708190171884, 149.03481324101372 -35.326651839649294, 149.03184544530347 -35.326398590916504, 149.0303941143022 -35.32611159723342, 149.03221187604694 -35.31691725781849, 149.0320613472527 -35.3163399525904, 149.03172823604123 -35.3158845935264, 149.03137144003733 -35.3157292015718, 149.02993060058364 -35.31453248103684, 149.02856274613146 -35.31423666508876, 149.02759652380055 -35.31393985135206, 149.02494620705735 -35.312822532743965, 149.02434010797484 -35.31222772776551, 149.0224737040079 -35.31103734586511, 149.02220086545506 -35.31086332499698, 149.02078709832233 -35.30938396972097, 149.0192597529855 -35.30861459466551, 149.01815450204862 -35.30774551164715, 149.0173608357774 -35.307381231537, 149.01679746031348 -35.30716047610911, 149.01556622382728 -35.3068719838307, 149.01463467004865 -35.30660128047521, 149.01434794868842 -35.305729529197166, 149.0134660094514 -35.30479419814356, 149.01209855831206 -35.30254629426107, 149.01129853700414 -35.30186506501934, 149.01054490668713 -35.30099502102921, 149.00956205248153 -35.30060396931923, 149.0087795333097 -35.299992646003034, 149.01082460454208 -35.29824771177517, 149.01287305317098 -35.296120927360995, 149.01596558523465 -35.2955080755371, 149.01919328100774 -35.29523362815217, 149.01994322041654 -35.29069579502099, 149.02139235841983 -35.28172640111515, 149.02146783996793 -35.28127931364225, 149.0212354026986 -35.2803241296569, 149.02184348649314 -35.28022142191066, 149.0218853113002 -35.280214357009996, 149.02265691488168 -35.27979798428058, 149.02339670831253 -35.27915800733153, 149.02402279306006 -35.27882563978118, 149.02451854862832 -35.278634603293625, 149.0255039512979 -35.27851902749289, 149.02614481615421 -35.27851164148225, 149.02663062199002 -35.27859881780045, 149.0270035624517 -35.27871935409585, 149.02733219726576 -35.278781223193725, 149.02769997371632 -35.278900046261185, 149.02796632529495 -35.27910333075011, 149.02819545238893 -35.27945028202144, 149.02832129964926 -35.27993243868334, 149.0283335684241 -35.280228231101894, 149.02823300003408 -35.28070023716297, 149.0281400859692 -35.28100163328554, 149.0279046442562 -35.281419584503354, 149.02761709501883 -35.281808341772305, 149.02745628499719 -35.282262871781995, 149.02710161754905 -35.28284766114435, 149.0269368215907 -35.283188452142454, 149.02680641239667 -35.283454342242145, 149.0267140202807 -35.283666692448115, 149.0267276147966 -35.28402043630863, 149.0267935887392 -35.284141015765805, 149.02684300590892 -35.28444464355459, 149.0268732848673 -35.284691945570614, 149.0270661340726 -35.28495833083427, 149.02727773397055 -35.28501688316358, 149.02745782487025 -35.2852364939345, 149.02754909115188 -35.28540213283324, 149.02770989291295 -35.28586508727048, 149.0279300723401 -35.286419329780834, 149.02827412600521 -35.2869465157486, 149.0287584903499 -35.287681509618295, 149.029092568607 -35.28827574890599, 149.02940171722335 -35.288943803919494, 149.02955887786615 -35.289280579640895, 149.02962280359728 -35.28953066946167, 149.0298148917814 -35.28975036519663, 149.03010830882243 -35.28988938061957, 149.0303028721506 -35.289892773168305, 149.03061004482157 -35.29008703265073)))",CHARLES WESTON P-6,10522713.2704,20240.5976928
11/16/2016 12:00:00 AM +0000,78,"MULTIPOLYGON (((149.09387029827835 -35.40673644536528, 149.09378170372074 -35.4062683464807, 149.09364321291133 -35.40587003748875, 149.0932819318097 -35.405418346854844, 149.09285989196644 -35.40532071508879, 149.0924326258331 -35.404006729030364, 149.09204060956677 -35.40281616010823, 149.09248398788583 -35.402612891839716, 149.09303681163226 -35.40213581449135, 149.09300075953212 -35.402093506227466, 149.0927387202241 -35.401873840848566, 149.09255722877853 -35.401614616393275, 149.09231790109365 -35.40114649751612, 149.0921764391468 -35.400857955701575, 149.09208877729273 -35.40039674952386, 149.09203041753392 -35.400392990018496, 149.09191165385826 -35.39967974709183, 149.09146193030256 -35.399587104965, 149.0914887632365 -35.39951450242703, 149.0915826093178 -35.39923653012459, 149.0911872694823 -35.399078303856406, 149.09113211585552 -35.398906664227724, 149.0910248333345 -35.39857278727055, 149.0909164658322 -35.39820598868969, 149.090394384653 -35.39829373949106, 149.09032983887312 -35.39748627913003, 149.09073946742805 -35.397443409075805, 149.0912866388878 -35.39731228907408, 149.09123089189265 -35.39717269941024, 149.09114491039625 -35.39692097644642, 149.0910931634778 -35.39653602855212, 149.09105732121708 -35.39626939384811, 149.0909339778435 -35.395880268618654, 149.0905717822225 -35.39536430807481, 149.09015888632405 -35.3950028948672, 149.08992848521115 -35.3948445061341, 149.08937872201523 -35.39446019110014, 149.08855323476197 -35.3937471367594, 149.08828883532846 -35.3935812482385, 149.0880983314732 -35.39346113985279, 149.08803331935366 -35.39344418019568, 149.0869919962367 -35.39316787226711, 149.08663348899998 -35.39307461835713, 149.08649272063127 -35.393051791944316, 149.08642406171933 -35.393439379073584, 149.08608281783532 -35.3944398988673, 149.0858192993197 -35.394387206546504, 149.08464422818193 -35.394228608770874, 149.08326818109012 -35.3944223957626, 149.08293662048197 -35.39314011213688, 149.0827021479831 -35.39195156083839, 149.0820321128188 -35.39166496583082, 149.08192322793252 -35.39067585508926, 149.0820706173941 -35.390605820451775, 149.08242651852262 -35.390444545686044, 149.082786355443 -35.39028923837392, 149.0831499768071 -35.39013996149012, 149.08351723452577 -35.389996776151534, 149.08388797391135 -35.389859743590286, 149.08426204234175 -35.389728919595456, 149.08463928495144 -35.389604358193395, 149.08501954573168 -35.38948611162885, 149.08540266636038 -35.38937422768069, 149.08557707896298 -35.38932492607271, 149.08587048958327 -35.38923817916447, 149.0861607977217 -35.38914469604344, 149.08644777292741 -35.38904455012894, 149.08673118826346 -35.388937822894796, 149.08701081792074 -35.38882459669857, 149.0872864396511 -35.38870496375438, 149.08755783455854 -35.38857901802282, 149.08782478719218 -35.38844685881538, 149.08808708559303 -35.38830859259637, 149.08834452227828 -35.38816432845842, 149.08859689100996 -35.38801418088266, 149.08884399229694 -35.38785826964343, 149.08908563004752 -35.38769671806312, 149.08932161269286 -35.38752965389399, 149.08955175103313 -35.38735721115842, 149.08977586474643 -35.38717952643013, 149.08999377473296 -35.386996740769476, 149.09020530749316 -35.386808998746076, 149.09041029627446 -35.38661645022188, 149.0906085766002 -35.38641924772385, 149.0907999929181 -35.386217548131775, 149.09098439195157 -35.38601151099028, 149.0911616271708 -35.38580130113572, 149.0913315586764 -35.38558708419065, 149.09149405223835 -35.38536903198927, 149.09164897693245 -35.38514731630778, 149.09179621075822 -35.38492211327447, 149.0919356373142 -35.38469360252568, 149.09206714572827 -35.384461964502414, 149.09219063075022 -35.38422738405461, 149.09230599488265 -35.383990047699655, 149.09700374721376 -35.38573665091553, 149.09724200088957 -35.38582899966205, 149.09747654423953 -35.38592751182277, 149.0977071391755 -35.38603208878462, 149.0979335539738 -35.38614262281053, 149.09815555683656 -35.38625900346175, 149.09837292347711 -35.38638111295836, 149.09858543491922 -35.386508826217536, 149.09879287318887 -35.38664201453401, 149.09899503004695 -35.386780542724004, 149.09919170041027 -35.38692427014069, 149.09938268457583 -35.38707305153701, 149.09956778822047 -35.38722673706549, 149.09974682560855 -35.38738516861644, 149.09991961320014 -35.387548188042274, 149.10008597711987 -35.38771562801265, 149.10024574788866 -35.38788732112086, 149.1003987634914 -35.388063090815415, 149.10054486961056 -35.38824276041075, 149.10068391840923 -35.3884261486008, 149.10081576738392 -35.388613067675884, 149.10094028500689 -35.38880332883333, 149.10105734295368 -35.38899673960812, 149.10116682272871 -35.38919310465893, 149.10126861449504 -35.38939222308403, 149.10277377473045 -35.39247319566167, 149.10284346680157 -35.39260647808499, 149.1029208872571 -35.39273686823501, 149.1030058599208 -35.39286406716754, 149.10309818672084 -35.39298778082626, 149.1031976566333 -35.39310772529613, 149.1033040400863 -35.39322362329506, 149.10341709235465 -35.39333520772089, 149.10353655248267 -35.39344222257191, 149.10366214543825 -35.39354442110655, 149.10379358215962 -35.393641567645716, 149.10393055957863 -35.39373343847415, 149.10407276282191 -35.39381982180222, 149.10421986413388 -35.39390051868641, 149.1043715239773 -35.39397534301038, 149.10452739438162 -35.39404412322971, 149.10545762038996 -35.39443130322533, 149.10536903192073 -35.39458665440577, 149.10528799970882 -35.394744747711655, 149.10521465059583 -35.39490533664405, 149.105149100305 -35.39506817038927, 149.10509144910927 -35.39523299659873, 149.10504178721627 -35.39539955678752, 149.1050001927308 -35.39556759268034, 149.10496673043718 -35.395736841725075, 149.10494145296929 -35.39590703977696, 149.1049243986563 -35.39607792293893, 149.1049155936294 -35.396249223919, 149.1049150541162 -35.39642067559613, 149.10492277876014 -35.39659201205565, 149.10493875623004 -35.39676296485059, 149.10496296313568 -35.39693326754559, 149.10499535962552 -35.39710265579353, 149.10503589591883 -35.39727086451735, 149.10508450912124 -35.39743763247299, 149.10608188502354 -35.400582703812915, 149.106132525266 -35.400754887102806, 149.10617567351719 -35.4009284333755, 149.10621127338686 -35.40110312366166, 149.10623928056538 -35.401278737878485, 149.10625966064646 -35.40145505576906, 149.1062723868561 -35.40163185423752, 149.10627744344814 -35.40180891089564, 149.10627482458085 -35.40198600318105, 149.10626453321643 -35.402162908376354, 149.10624658109805 -35.40233940270801, 149.10618992201694 -35.40279792030488, 149.1060840281738 -35.40315113723935, 149.10571530027457 -35.40401970353654, 149.10527473827952 -35.404638146643904, 149.10481474219023 -35.40520095577917, 149.1039888278172 -35.4058205025581, 149.10342040210782 -35.4061362354955, 149.1018423731421 -35.40671463724861, 149.10163484080596 -35.40675284431554, 149.1014258417864 -35.40678524937335, 149.10121561629313 -35.4068118148784, 149.10100440912674 -35.406832510420664, 149.10079246415214 -35.406847311918405, 149.1005800264995 -35.40685620157989, 149.10036734373483 -35.40685917058759, 149.10015465911562 -35.40685621380654, 149.09497202386245 -35.40671182733956, 149.09469459798447 -35.40670759443591, 149.09441714404406 -35.40671036050097, 149.09413992618562 -35.406720123658694, 149.09387029827835 -35.40673644536528)))",WANNIASSA HILLS P-6,3094564.52942,8208.45534359
11/16/2016 12:00:00 AM +0000,11,"MULTIPOLYGON (((149.07441013980312 -35.21290911433097, 149.0743789413946 -35.21291595968098, 149.07420650147483 -35.212960710301516, 149.0740366905584 -35.21301178481248, 149.07386985205306 -35.21306908178033, 149.07370632673823 -35.21313248268938, 149.0735464431125 -35.21320186112231, 149.07339052709264 -35.21327707538164, 149.0732388944194 -35.21335797222581, 149.07309185182447 -35.213444389553466, 149.07294969799128 -35.2135361509779, 149.07281272149643 -35.21363307127106, 149.07268119852228 -35.21373495279664, 149.07255539736337 -35.21384158994012, 149.07243557284502 -35.2139527655983, 149.07232196753566 -35.21406825566576, 149.07221481055709 -35.21418782544915, 149.07211432094724 -35.21431123231383, 149.0714425181243 -35.21517784716809, 149.07135666411668 -35.215283152051605, 149.0712649858532 -35.21538509655294, 149.0711676755191 -35.2154834628099, 149.07106494312342 -35.215578042571664, 149.07095700432924 -35.21566863380116, 149.07084409042773 -35.21575504411055, 149.0707264417268 -35.215837089973014, 149.0696187838186 -35.21657411311506, 149.06952674274117 -35.216639630592404, 149.06944020580053 -35.216710018512146, 149.0693595539985 -35.21678496656094, 149.069285144756 -35.216864144093954, 149.06921730424952 -35.21694720116724, 149.0691563340449 -35.21703377022695, 149.06910250245 -35.21712347166612, 149.06905604655023 -35.21721590747902, 149.06901717136174 -35.21731067119211, 149.06898604973944 -35.21740734425927, 149.06896281695478 -35.217505498859055, 149.06894757851884 -35.21760470316976, 149.06894039913252 -35.21770451885377, 149.0689413115846 -35.21780450541299, 149.0689503113068 -35.21790422208483, 149.06896735966708 -35.218003227785985, 149.06899237971408 -35.218101086594345, 149.06902526381725 -35.21819736581537, 149.06906586389795 -35.218291640656844, 149.07004065988897 -35.220336209631675, 149.07010282719028 -35.22045979201729, 149.07017053518464 -35.22058139812236, 149.07024369173826 -35.22070086002921, 149.0703221971202 -35.22081801355567, 149.0704646724787 -35.22102159677311, 149.0705266849276 -35.22111668384626, 149.07058165602928 -35.22121464368492, 149.07062939010925 -35.2213151262543, 149.0706697153963 -35.221417771192975, 149.07070248850724 -35.221522211342226, 149.07072759227373 -35.221628073684386, 149.07074493569715 -35.22173497754061, 149.07075445632856 -35.22184254174216, 149.07075612127554 -35.22195038100694, 149.07074992395448 -35.22205810779817, 149.07073588644735 -35.22216533859456, 149.07071406046327 -35.22227168846486, 149.07068452088757 -35.222376776587275, 149.0706473767864 -35.222480226962794, 149.0705765724885 -35.222657660735685, 149.07038057016896 -35.22260111340564, 149.0701822083207 -35.22255040464654, 149.0699817478723 -35.22250560120356, 149.0697794473254 -35.2224667608499, 149.06959385485445 -35.222436623379416, 149.06937038541903 -35.222407165818474, 149.06916415544455 -35.222386487684645, 149.06537592777514 -35.2220633997436, 149.06505456989603 -35.22203261815836, 149.06473426004555 -35.221995192609484, 149.06441520429112 -35.22195114483072, 149.064097604512 -35.221900504743026, 149.06378166370695 -35.22184330315192, 149.06346758283644 -35.22177957721029, 149.06315556185237 -35.22170936769633, 149.0628457996747 -35.22163271811235, 149.06253849320743 -35.2215496792091, 149.0622338393747 -35.22146030264034, 149.06193203084248 -35.22136464554337, 149.06163326036477 -35.22126276866183, 149.06133771861047 -35.22115473728415, 149.06104559304185 -35.22104062036106, 149.06103085442768 -35.22103467437774, 149.0607274718258 -35.22091627598279, 149.0604204393826 -35.22080439109293, 149.0601099665855 -35.22069909544861, 149.05979626170614 -35.22060046030533, 149.05947953838924 -35.220508552321455, 149.0591600112605 -35.22042343363318, 149.05883789373055 -35.22034516189188, 149.0585134056819 -35.22027379013342, 149.05818676578255 -35.22020936690894, 149.05785819585594 -35.220151935309175, 149.0575279165114 -35.22010153394018, 149.05719615263513 -35.22005819683012, 149.0568631278998 -35.22002195352263, 149.0565290669612 -35.21999282903949, 149.05619419653377 -35.219970842960834, 149.05402696084408 -35.21985177983108, 149.0541674144206 -35.21813037891376, 149.05418143928148 -35.21800837127743, 149.0542035269329 -35.21788716976079, 149.05423361056614 -35.21776713249447, 149.05427160354037 -35.21764861523973, 149.05431739162813 -35.21753196881553, 149.05437084068 -35.21741753806703, 149.0544317910891 -35.2173056601567, 149.05450006447077 -35.21719666805704, 149.0545754568929 -35.217090883453636, 149.0546577455327 -35.21698861933676, 149.05474668751086 -35.21689017731689, 149.05484202103537 -35.216795849408506, 149.05494346094108 -35.21670591540142, 149.05505070957966 -35.216620639070086, 149.0551634493152 -35.21654027551336, 149.05528134664343 -35.21646506026658, 149.05540405127573 -35.21639521652942, 149.05553120261365 -35.21633095054864, 149.05632234673382 -35.21595504123525, 149.0564464551541 -35.21589231171454, 149.05656622302482 -35.21582413675151, 149.05668129728082 -35.21575071708684, 149.05679133522108 -35.215672272217574, 149.05689601420963 -35.21558903302003, 149.05699502188386 -35.215501245522056, 149.0570880671125 -35.21540916981498, 149.05787023479476 -35.21459082746599, 149.0579645330156 -35.21449759659549, 149.05806497019822 -35.21440878866763, 149.05817123681666 -35.214324674878554, 149.05828300980914 -35.21424551223043, 149.05839994599006 -35.214171543643815, 149.0585216874943 -35.214102996062266, 149.05864786061105 -35.214040077767784, 149.05877808138743 -35.21398298279331, 149.05955369077847 -35.21366522417145, 149.05967346737796 -35.213612537703376, 149.05978932101516 -35.21355424014283, 149.0599008612164 -35.213490529268704, 149.06000771217353 -35.21342161793697, 149.06010951617478 -35.21334773943115, 149.0602059301512 -35.21326914121024, 149.0602966290393 -35.213186087555876, 149.06038130793152 -35.213098857732405, 149.0604596831967 -35.2130077468691, 149.06053148900392 -35.21291305880712, 149.0605964863341 -35.21281511496086, 149.0606544538995 -35.21271424275281, 149.06070519928298 -35.21261078173425, 149.06074855116043 -35.21250508011142, 149.06078436259446 -35.21239749468941, 149.0608125130932 -35.21228838542776, 149.06083290984458 -35.21217812082849, 149.0611119567993 -35.21030489392057, 149.06113560170112 -35.21017493712225, 149.06116762544153 -35.21004619530418, 149.06120793830067 -35.20991903149628, 149.0612564251935 -35.20979380465124, 149.0613129500622 -35.209670869569884, 149.06137735246864 -35.209550572451725, 149.0614494509345 -35.20943325264129, 149.0615290429645 -35.209319243529336, 149.0616159015476 -35.209208864499075, 149.0617097819731 -35.20910242982536, 149.0618104204822 -35.20900023878122, 149.06191753106557 -35.2089025792987, 149.06203081207394 -35.20880972875797, 149.06214994278767 -35.208721948636956, 149.06227458787689 -35.20863948714007, 149.06240439403916 -35.20856257655118, 149.06253899663292 -35.20849143492395, 149.06267801299816 -35.20842626258972, 149.06282105128557 -35.20836724381029, 149.0629677082147 -35.208314545013394, 149.06311756799855 -35.208268315712694, 149.06327020996034 -35.20822868567349, 149.06664694102773 -35.20743230696414, 149.0668127150139 -35.207389539079315, 149.06697570981362 -35.207340097639076, 149.0671355286249 -35.20728410302314, 149.06729177840026 -35.20722169357923, 149.0674440785162 -35.20715302096717, 149.06759205645037 -35.20707825293717, 149.06773534997768 -35.20699757329209, 149.06787360927518 -35.20691117824516, 149.06800649589255 -35.20681927914201, 149.06813368492547 -35.20672210152173, 149.06825486494702 -35.206619882413285, 149.06836974134714 -35.20651287208128, 149.0684780318725 -35.206401331397394, 149.06857947216147 -35.20628553354862, 149.06867381350273 -35.20616576227226, 149.06876082605987 -35.20604230909618, 149.06884029786505 -35.20591547696175, 149.06888940953175 -35.20582654415451, 149.06904602492926 -35.205823634340256, 149.06966743036725 -35.20603245386722, 149.07032478924262 -35.20651257443525, 149.07078184251432 -35.20734436810469, 149.07114823898067 -35.20781038028088, 149.0715157225076 -35.20809032178606, 149.0719885169318 -35.20839708323311, 149.07243020250746 -35.20862327617634, 149.07292660632368 -35.20894394106689, 149.0733003975491 -35.20924285120526, 149.07358292883197 -35.20961011145608, 149.07379017425052 -35.20998820174567, 149.0739461014611 -35.21040533570636, 149.07402541954525 -35.2110098320743, 149.07405692345475 -35.21156267157151, 149.07411952796568 -35.21196709291367, 149.07426420508924 -35.212398730573746, 149.07441013980312 -35.21290911433097)))",MILES FRANKLIN P-6,1912472.27833,6136.40272608
